;CODIGO;TP;GRUPO;DESCRICAO;U.M.;ARMZ;SALDO FISICO;;;;CURVA;;
450;M2030219;MC;M203;RESIST. PLANA MICA 567X144 ESQUERDO - 380/420V - 1100W;PC;02;2;#REF!;2541798,17;#REF!;B;M2030219;
451;M2030220;MC;M203;RESIST. COL. MICA Ø 315 X 85 - 380/420V - 2700W;PC;02;2;#REF!;2541798,17;#REF!;B;M2030220;
452;M2030221;MC;M203;RESIST. COL. MICA Ø 230 X 150 - 380/420V - 3400W;PC;02;2;#REF!;2541798,17;#REF!;B;M2030221;
453;M2030222;MC;M203;RESIST. MEIA LUA MICA 230 X 120 - 380/420V - 1600W;PC;02;2;#REF!;2541798,17;#REF!;B;M2030222;
454;M2030223;MC;M203;RESIST. PLANA MICA 357 X 120 - 380/420V - 900W;PC;02;2;#REF!;2541798,17;#REF!;B;M2030223;
455;M2030224;MC;M203;RESIST. PLANA MICA 154 X 139 - 380/420V - 360W;PC;02;2;#REF!;2541798,17;#REF!;B;M2030224;
456;M2030225;MC;M203;"RESIST. CERAMICA EM ""L"" 425 X 525 X 90 - 230 V - 3000W - CONEX 100MM (B)";PC;02;2;#REF!;2541798,17;#REF!;B;M2030225;
457;M2040008;MC;M204;TERMOPAR TIPO J  6MM  C/ BAIONETA DE 15MM COM 5MT;PC;02;4;#REF!;2541798,17;#REF!;B;M2040008;
458;M2040010;MC;M204;ELETRODO IGNICAO IONIZADA;PC;02;2;#REF!;2541798,17;#REF!;B;M2040010;
459;M2040016;MC;M204;DISJUNTOR MOTOR MPW40-3-U001  0,63 1 A;PC;02;2;#REF!;2541798,17;#REF!;B;M2040016;
460;M2040018;MC;M204;DISJUNTOR MOTOR MPW40-3-U004 -2,5 - 4A WEG;PC;02;3;#REF!;2541798,17;#REF!;B;M2040018;
461;M2040019;MC;M204;DISJUNTOR MOTOR MPW18 - WEG;PC;02;4;#REF!;2541798,17;#REF!;B;M2040019;
462;M2040039;MC;M204;BORNE LIG. TIGRE MONOFASICO;PC;02;4;#REF!;2541798,17;#REF!;B;M2040039;
463;M2040043;MC;M204;TOMADA SOBR. STECK 16A 380V N-4006;PC;02;6;#REF!;2541798,17;#REF!;B;M2040043;
464;M2040055;MC;M204;DISJUNTOR MOTOR 1,6 A 2,2AMP;PC;02;8;#REF!;2541798,17;#REF!;B;M2040055;
465;M2040061;MC;M204;CONTATOR CWM18 10E - 24VDC -WEG - MODELO NOVO;PC;02;2;#REF!;2541798,17;#REF!;B;M2040061;
466;M2040076;MC;M204;CONTATO AUX.HKF1/11 P/M116;PC;02;26;#REF!;2541798,17;#REF!;B;M2040076;
467;M2040131;MC;M204;DISJUNTOR UNIPOLAR 6A;PC;02;17;#REF!;2541798,17;#REF!;B;M2040131;
468;M2040150;MC;M204;RELE DE SEGURANCA SRB 201 LC;PC;02;2;#REF!;2541798,17;#REF!;A;M2040150;
469;M2040160;MC;M204;DISJUNTOR MOTOR MPW40-3-U010-WEG;PC;02;2;#REF!;2541798,17;#REF!;B;M2040160;
470;M2040163;MC;M204;RELE DE SEGURANCA CP-D 24VCC;PC;02;3;#REF!;2541798,17;#REF!;B;M2040163;
471;M2040179;MC;M204;DISJUNTOR MOTOR MPW25-3-U063(WEG);PC;02;2;#REF!;2541798,17;#REF!;B;M2040179;
472;M2040194;MC;M204;DISJUNTOR DWB160 B40;PC;02;3;#REF!;2541798,17;#REF!;B;M2040194;
473;M2040276;MC;M204;TRANSMISSOR DE PRESSAO (VEGABAR82) B82.AXC5SAGFSHXAIMAX - STF;PC;02;1;#REF!;2541798,17;#REF!;A;M2040276;
474;M2040347;MC;M204;FECHO LING.ECO FRONT.RED.PRETO C/MIOLO YALE A=20-25610;PC;02;100;#REF!;2541798,17;#REF!;A;M2040347;
475;M2050009;MC;M205;REATOR VAPOR SODIO 400W VSI400A 26E - INTERNO;UN;02;2;#REF!;2541798,17;#REF!;B;M2050009;
476;M2050022;MC;M205;LUMINARIA A PROVA DE EXPLOSAO;PC;02;2;#REF!;2541798,17;#REF!;B;M2050022;
477;M2050036;MC;M205;REATOR VAPOR SODIO 1000WATTS;PC;02;3;#REF!;2541798,17;#REF!;B;M2050036;
478;M2050037;MC;M205;LAMPADA VAPOR SODIO 1000WTTS;PC;02;3;#REF!;2541798,17;#REF!;B;M2050037;
479;M2050039;MC;M205;CAPACITOR 25KVAR UCWT 380V 60H;PC;02;4;#REF!;2541798,17;#REF!;A;M2050039;
480;M2050050;MC;M205;LAMPADA VAPOR MET. 400W HPI-T PLUS 643;PC;02;5;#REF!;2541798,17;#REF!;B;M2050050;
481;M2050051;MC;M205;REATOR VAPOR SODIO 400W VSE400A 26E - EXTERNO;PC;02;3;#REF!;2541798,17;#REF!;B;M2050051;
482;M2050070;MC;M205;LUMINARIA EMERGENCIA SUPER LED 30X2W 110-220V C/PILHA REC 01982;UN;02;14;#REF!;2541798,17;#REF!;B;M2050070;
483;M2050072;MC;M205;LAMPADA LED T8 TUBULAR 120CM 18W BRANCO FRIO;UN;02;36;#REF!;2541798,17;#REF!;B;M2050072;
484;M2050074;MC;M205;LUMINARIA DE EMERGENCIA LED 3 FAROIS 3000 LUMENS C/BATERIA SELADA 24777;UN;02;5;#REF!;2541798,17;#REF!;B;M2050074;
485;M2050076;MC;M205;LUMINARIA DE PAINEL 5.580.201 LAP22 CV15 220V 50-60HZ 15W UNIKEY;PC;02;1;#REF!;2541798,17;#REF!;B;M2050076;
486;M2050095;MC;M205;REFLETOR DE LED 500 WATTS LUZ BRANCA 220 VOLTS;PC;02;4;#REF!;2541798,17;#REF!;A;M2050095;
487;M2060037;MC;M206;TOMADA DE SILICONE TERMOPAR A35 220/380V -OP.HDV1299;PC;02;3;#REF!;2541798,17;#REF!;B;M2060037;
488;M2060043;MC;M206;BARRA TRILHO DIN PAINEL ELETRI;PC;02;19;#REF!;2541798,17;#REF!;B;M2060043;
489;M2070021;MC;M207;FUSIVEL NH2 400A 500V ULTRA RAPIDO;PC;02;17;#REF!;2541798,17;#REF!;A;M2070021;
490;M2070027;MC;M207;FUSIVEL TIPO CARTUCHO 50A;PC;02;68;#REF!;2541798,17;#REF!;B;M2070027;
491;M2070028;MC;M207;FUSIVEL CARTUCHO 10X38 16A UR;PC;02;36;#REF!;2541798,17;#REF!;B;M2070028;
492;M2070031;MC;M207;FUSIVEL NH02 350A ULTRARAPIDO;PC;02;13;#REF!;2541798,17;#REF!;B;M2070031;
493;M2070050;MC;M207;FUSIVEL NH00 160A 500V ULTRARAPIDO;PC;02;12;#REF!;2541798,17;#REF!;B;M2070050;
494;M2070051;MC;M207;FUSIVEL NH1 80A 500V ULTRARAPIDO;PC;02;8;#REF!;2541798,17;#REF!;B;M2070051;
495;M2070054;MC;M207;FUSIVEL LIMITADOR DE CORRENTE TIPO HH-15KV-IN=80A;PC;02;2;#REF!;2541798,17;#REF!;B;M2070054;
496;M2070064;MC;M207;FUSIVEL NH AM T-3 500A 690VCA - SIEMENS (EREMA);PC;02;5;#REF!;2541798,17;#REF!;A;M2070064;
497;M2070068;MC;M207;FUSIVEL SMD. 1AMPER ULTRA RAPIDO  -(FLAKE SOTER);PC;02;11;#REF!;2541798,17;#REF!;B;M2070068;
498;M2070069;MC;M207;FUSIVEL LIMITADOR DE CORRENTE 15KV 50 A TIPO HH 45X325MM NP4093;PC;02;6;#REF!;2541798,17;#REF!;B;M2070069;
499;M3010006;MC;M301;C.A 25505 LUVA VAQUETA CANO LONGO COM REFORCO;P;02;397;#REF!;2541798,17;#REF!;A;M3010006;
500;M3010011;MC;M301;C.A 5745 PROTETOR AURICULAR TIPO PLUG 3M POMP PLUS 18DB;PC;02;267;#REF!;2541798,17;#REF!;B;M3010011;
501;M3010015;MC;M301;C.A 32947 LUVA DE ALGODAO C/ NITRILICA Nº10;P;02;98;#REF!;2541798,17;#REF!;B;M3010015;
502;M3010027;MC;M301;C.A 41535 SAPATO BICO DE COMPOSITE Nº 39 - ESTIVAL;PC;02;33;#REF!;2541798,17;#REF!;A;M3010027;
503;M3010028;MC;M301;C.A 41535 SAPATO BICO DE COMPOSITE Nº 40 - ESTIVAL;PC;02;10;#REF!;2541798,17;#REF!;B;M3010028;
504;M3010029;MC;M301;C.A 41535 SAPATO BICO DE COMPOSITE Nº 41 - ESTIVAL;PC;02;12;#REF!;2541798,17;#REF!;B;M3010029;
505;M3010030;MC;M301;C.A 41535 SAPATO BICO DE COMPOSITE Nº 42 - ESTIVAL;PC;02;17;#REF!;2541798,17;#REF!;A;M3010030;
506;M3010031;MC;M301;C.A 41535 SAPATO BICO DE COMPOSITE Nº 43 - ESTIVAL;PC;02;15;#REF!;2541798,17;#REF!;B;M3010031;
507;M3010032;MC;M301;C.A 41535 SAPATO BICO DE COMPOSITE Nº 44 - ESTIVAL;PC;02;22;#REF!;2541798,17;#REF!;A;M3010032;
508;M3010035;MC;M301;C.A 45932 SAPATO BICO DE COMPOSITE P/ ELETRICISTA Nº42 - ESTIVAL;PC;02;5;#REF!;2541798,17;#REF!;B;M3010035;
509;M3010036;MC;M301;C.A 41535 SAPATO BICO DE COMPOSITE Nº 36 - ESTIVAL;PC;02;1;#REF!;2541798,17;#REF!;B;M3010036;
510;M3010041;MC;M301;C.A 41535 SAPATO BICO DE COMPOSITE Nº 35 - ESTIVAL;PC;02;12;#REF!;2541798,17;#REF!;B;M3010041;
511;M3010050;MC;M301;CAMISA P;PC;02;48;#REF!;2541798,17;#REF!;A;M3010050;
512;M3010051;MC;M301;CAMISA M;PC;02;90;#REF!;2541798,17;#REF!;A;M3010051;
513;M3010052;MC;M301;CAMISA G;PC;02;98;#REF!;2541798,17;#REF!;A;M3010052;
514;M3010053;MC;M301;CAMISA GG;PC;02;62;#REF!;2541798,17;#REF!;A;M3010053;
515;M3010054;MC;M301;CAMISA EG;PC;02;51;#REF!;2541798,17;#REF!;A;M3010054;
516;M3010055;MC;M301;CALCA P;PC;02;34;#REF!;2541798,17;#REF!;A;M3010055;
517;M3010056;MC;M301;CALCA M;PC;02;92;#REF!;2541798,17;#REF!;A;M3010056;
518;M3010057;MC;M301;CALCA G;PC;02;93;#REF!;2541798,17;#REF!;A;M3010057;
519;M3010058;MC;M301;CALCA GG;PC;02;64;#REF!;2541798,17;#REF!;A;M3010058;
520;M3010059;MC;M301;CALCA EG;PC;02;30;#REF!;2541798,17;#REF!;B;M3010059;
521;M3010062;MC;M301;JALECO MANGA LONGA BRANCO G - OXFORD 100%;PC;02;13;#REF!;2541798,17;#REF!;B;M3010062;
522;M3010071;MC;M301;C.A 10344 OCULOS DE SEGURANCA SOBREPOR  -KALIPSO;PC;02;38;#REF!;2541798,17;#REF!;B;M3010071;
523;M3010079;MC;M301;C.A 15360  MASCARA  X-PLORE 3300 -VO TAMANHO M;PC;02;22;#REF!;2541798,17;#REF!;A;M3010079;
524;M3010080;MC;M301;RETENTOR DA MASCARA;PC;02;78;#REF!;2541798,17;#REF!;B;M3010080;
525;M3010082;MC;M301;C.A 37539-37536 CALCA FORRADA AMARELA;PC;02;103;#REF!;2541798,17;#REF!;B;M3010082;
526;M3010112;MC;M301;CHAPEU DE PALHA;PC;02;25;#REF!;2541798,17;#REF!;B;M3010112;
527;M3010115;MC;M301;COLETE REFLETIVO VERDE  LIMAO FLUORESCENTE  G (C/ZIPER E S/BOLSO);UN;02;18;#REF!;2541798,17;#REF!;B;M3010115;
528;M3010139;MC;M301;C.A 45932 SAPATO BICO DE COMPOSITE P/ ELETRICISTA Nº40 - ESTIVAL;PC;02;2;#REF!;2541798,17;#REF!;B;M3010139;
529;M3010140;MC;M301;C.A 45932 SAPATO BICO DE COMPOSITE P/ ELETRICISTA Nº41 - ESTIVAL;PC;02;5;#REF!;2541798,17;#REF!;B;M3010140;
530;M3010141;MC;M301;C.A 45932 SAPATO BICO DE COMPOSITE P/ ELETRICISTA Nº43 - ESTIVAL;PC;02;4;#REF!;2541798,17;#REF!;B;M3010141;
531;M3010142;MC;M301;C.A 35.223 BOTA PVC BICO DE ACO Nº42;P;02;5;#REF!;2541798,17;#REF!;B;M3010142;
532;M3010143;MC;M301;C.A 35.223 BOTA PVC BICO DE ACO Nº41;P;02;5;#REF!;2541798,17;#REF!;B;M3010143;
533;M3010144;MC;M301;C.A 35.223 BOTA PVC BICO DE ACO Nº40;P;02;5;#REF!;2541798,17;#REF!;B;M3010144;
534;M3010152;MC;M301;C.A 32476/20662 MACACAO PROTETOR TYVEK 2 - GG;PC;02;111;#REF!;2541798,17;#REF!;B;M3010152;
535;M3010176;MC;M301;C.A 45611 BOTINA MARROM Nº39 - MARLUVAS;P;02;3;#REF!;2541798,17;#REF!;B;M3010176;
536;M3010178;MC;M301;C.A 45611 BOTINA MARROM Nº42 - MARLUVAS;PC;02;10;#REF!;2541798,17;#REF!;B;M3010178;
537;M3010184;MC;M301;C.A 45932 SAPATO BICO DE COMPOSITE P/ ELETRICISTA Nº39 - ESTIVAL;PC;02;3;#REF!;2541798,17;#REF!;B;M3010184;
538;M3010185;MC;M301;C.A 33451 CAMISA ELETRICISTA RISCO 2 NR10 - M;UN;02;8;#REF!;2541798,17;#REF!;B;M3010185;
539;M3010186;MC;M301;C.A 45350  CAMISA ELETRICISTA RISCO 2 NR10 - G;UN;02;11;#REF!;2541798,17;#REF!;B;M3010186;
540;M3010187;MC;M301;C.A 33451  CAMISA ELETRICISTA RISCO 2 NR10 - GG;UN;02;13;#REF!;2541798,17;#REF!;A;M3010187;
541;M3010188;MC;M301;C.A 33452 CALCA ELETRICISTA RISCO 2 NR10 - M;UN;02;6;#REF!;2541798,17;#REF!;B;M3010188;
542;M3010189;MC;M301;C.A 43383 CALCA ELETRICISTA RISCO 2 NR10 - G;UN;02;14;#REF!;2541798,17;#REF!;A;M3010189;
543;M3010190;MC;M301;C.A 45351 CALCA ELETRICISTA RISCO 2 NR10 - GG;UN;02;15;#REF!;2541798,17;#REF!;A;M3010190;
544;M3010198;MC;M301;C.A 21420 / 37127 LUVA PVC ASPERA  C/FORRO 45CM ENCART.;PC;02;22;#REF!;2541798,17;#REF!;B;M3010198;
545;M3010202;MC;M301;C.A 14235 PROTETOR CONCHA  MUFFLER 3M 21DB;UN;02;31;#REF!;2541798,17;#REF!;B;M3010202;
546;M3010203;MC;M301;C.A 11769  LUVA NITRILICA FLOCADA 31CM Nº10- VERDE;P;02;30;#REF!;2541798,17;#REF!;B;M3010203;
547;M3010257;MC;M301;C.A 15360  MASCARA  X-PLORE 3300 -VO TAMANHO P;PC;02;17;#REF!;2541798,17;#REF!;B;M3010257;
548;M3010267;MC;M301;C.A 38646 LUVA ANTI CORTE VOLK Nº10 (AZUL E PRETA);P;02;55;#REF!;2541798,17;#REF!;B;M3010267;
549;M3010269;MC;M301;C.A 35.223 BOTA PVC BICO DE ACO Nº39;P;02;5;#REF!;2541798,17;#REF!;B;M3010269;
550;M3010270;MC;M301;C.A 35.223 BOTA PVC BICO DE ACO Nº43;P;02;5;#REF!;2541798,17;#REF!;B;M3010270;
551;M3010281;MC;M301;C.A 41535 SAPATO BICO DE COMPOSITE Nº 46 - ESTIVAL;PC;02;9;#REF!;2541798,17;#REF!;B;M3010281;
552;M3010287;MC;M301;C.A 12254/12598 - LUVA NITRIL FLOCADA 46CM/0,55MM TAM G;UN;02;14;#REF!;2541798,17;#REF!;B;M3010287;
553;M3010288;MC;M301;C.A 12254  LUVA NITRIL FLOCADA 46CM/0,55MM TAM M;UN;02;76;#REF!;2541798,17;#REF!;A;M3010288;
554;M3010295;MC;M301;FITA ANTI DERRAPANTE PRETA 50X20000MM;PC;02;4;#REF!;2541798,17;#REF!;B;M3010295;
555;M3010308;MC;M301;C.A 42711 LUVA NITRILICA DESCARTAVEL G AZUL;CX;02;10;#REF!;2541798,17;#REF!;B;M3010308;
556;M3010309;MC;M301;C.A 32556 CAMISA/ C.A 32557 CALCA - CJ MOTOQUEIRO PRETO XG;PC;02;2;#REF!;2541798,17;#REF!;B;M3010309;
557;M3010313;MC;M301;FITA DEMARCACAO PISO BRANCA 100MM X 30M;UN;02;17;#REF!;2541798,17;#REF!;B;M3010313;
558;M3010315;MC;M301;FITA DERMARCACAO PISO AMARELA  100MM X 3M;UN;02;10;#REF!;2541798,17;#REF!;B;M3010315;
559;M3010320;MC;M301;CALCA EGG;PC;02;31;#REF!;2541798,17;#REF!;B;M3010320;
560;M3010321;MC;M301;CAMISA EGG;PC;02;26;#REF!;2541798,17;#REF!;B;M3010321;
561;M3010333;MC;M301;C.A 498 CAPACETE AMARELO - MSA 311311;P;02;18;#REF!;2541798,17;#REF!;B;M3010333;
562;M3010338;MC;M301;C.A 27971 KIT ABAFADOR RUIDOS XLS 20DB - MSA 216746;PC;02;22;#REF!;2541798,17;#REF!;A;M3010338;
563;M3010340;MC;M301;CAMISA VERMELHA G  (P/BRIGADISTA);P;02;10;#REF!;2541798,17;#REF!;B;M3010340;
564;M3010342;MC;M301;COLETE REFLETIVO VERDE  LIMAO FLUORESCENTE  GG  (C/ZIPER E S/BOLSO);UN;02;33;#REF!;2541798,17;#REF!;B;M3010342;
565;M3010343;MC;M301;CARNEIRA P/CAPACETE MSA;P;02;39;#REF!;2541798,17;#REF!;B;M3010343;
566;M3010357;MC;M301;CALCA CINZA G (P/BRIGADISTA);P;02;18;#REF!;2541798,17;#REF!;B;M3010357;
567;M3010358;MC;M301;CALCA CINZA GG(P/BRIGADISTA);P;02;13;#REF!;2541798,17;#REF!;B;M3010358;
568;M3010372;MC;M301;CALCA G3;PC;02;12;#REF!;2541798,17;#REF!;B;M3010372;
569;M3010373;MC;M301;CAMISA G3;PC;02;13;#REF!;2541798,17;#REF!;B;M3010373;
570;M3010375;MC;M301;C.A 45611 BOTINA MARROM Nº41 - MARLUVAS;PC;02;3;#REF!;2541798,17;#REF!;B;M3010375;
571;M3010376;MC;M301;C.A 45611 BOTINA MARROM Nº43 - MARLUVAS;PC;02;20;#REF!;2541798,17;#REF!;B;M3010376;
572;M3010377;MC;M301;C.A 45611 BOTINA MARROM Nº44 - MARLUVAS;PC;02;9;#REF!;2541798,17;#REF!;B;M3010377;
573;M3010387;MC;M301;C.A 38352 BONE DE PROTECAO COM CASQUETE;PC;02;21;#REF!;2541798,17;#REF!;B;M3010387;
574;M3010388;MC;M301;FILTRO COMBINADO A1B1E1K1 HG P3;PC;02;28;#REF!;2541798,17;#REF!;A;M3010388;
575;M3010420;MC;M301;COLETE REFLETIVO VERDE  LIMAO FLUORESCENTE  M (C/ZIPER E S/BOLSO);UN;02;10;#REF!;2541798,17;#REF!;B;M3010420;
576;M3010434;MC;M301;COLETE REFLETIVO VERDE  LIMAO FLUORESCENTE  EG  (C/ZIPER E S/BOLSO);UN;02;48;#REF!;2541798,17;#REF!;B;M3010434;
577;M3010435;MC;M301;COLETE REFLETIVO LARANJA  FLUORESCENTE  M (C/ZIPER E S/BOLSO);UN;02;49;#REF!;2541798,17;#REF!;B;M3010435;
578;M3010436;MC;M301;COLETE REFLETIVO LARANJA  FLUORESCENTE  G (C/ZIPER E S/BOLSO);UN;02;31;#REF!;2541798,17;#REF!;B;M3010436;
579;M3010437;MC;M301;COLETE REFLETIVO LARANJA  FLUORESCENTE GG (C/ZIPER E S/BOLSO);UN;02;18;#REF!;2541798,17;#REF!;B;M3010437;
580;M3010439;MC;M301;COLETE REFLETIVO LARANJA  FLUORESCENTE EGG(C/ZIPER E S/BOLSO);UN;02;46;#REF!;2541798,17;#REF!;B;M3010439;
581;M3010455;MC;M301;C.A 43001 AVENTAL DE SEGURANCA TIPO BARBEIRO C/ ELASTICO;PC;02;28;#REF!;2541798,17;#REF!;A;M3010455;
582;M3010457;MC;M301;C.A 35.223 BOTA PVC BICO DE ACO Nº35;PC;02;5;#REF!;2541798,17;#REF!;B;M3010457;
583;M3010458;MC;M301;C.A 35.223 BOTA PVC BICO DE ACO Nº36;PC;02;2;#REF!;2541798,17;#REF!;B;M3010458;
584;M3010459;MC;M301;C.A 35.223 BOTA PVC BICO DE ACO Nº37;PC;02;5;#REF!;2541798,17;#REF!;B;M3010459;
585;M3010460;MC;M301;C.A 35.223 BOTA PVC BICO DE ACO Nº38;PC;02;5;#REF!;2541798,17;#REF!;B;M3010460;
586;M3010500;MC;M301;C.A 33451  CAMISA ELETRICISTA RISCO 2 NR10 - EXG;UN;02;2;#REF!;2541798,17;#REF!;B;M3010500;
587;M3010501;MC;M301;C.A 45351 CALCA ELETRICISTA RISCO 2 NR10 - EXG;UN;02;2;#REF!;2541798,17;#REF!;B;M3010501;
588;M4010023;MC;M401;VASSOURA DE PELO SINT 60CM BASE MADEI;PC;02;38;#REF!;2541798,17;#REF!;B;M4010023;
589;M4010025;MC;M401;VASSOURA NYLON 60CM S/ CABO TIPO PREFEITURA Nº2 DE MADEIRA;PC;02;43;#REF!;2541798,17;#REF!;B;M4010025;
590;M4010063;MC;M401;ESTOPA BRANCA;KG;02;50;#REF!;2541798,17;#REF!;B;M4010063;
591;M4010070;MC;M401;RETALHO PARA LIMPEZA;KG;02;152;#REF!;2541798,17;#REF!;A;M4010070;
592;M5010100;MC;M501;TALAO REQ. MATERIAL INTERNO;PC;02;30;#REF!;2541798,17;#REF!;B;M5010100;
593;M5010502;MC;M501;FICHAS 4X4 CORES (OPA) PAPEL CARTAO 180G;PC;02;750;#REF!;2541798,17;#REF!;B;M5010502;
594;M6010156;MC;M601;LIMPADOR ALCALINO DESENGRAXANTE - SOLUPAN;GL;02;14;#REF!;2541798,17;#REF!;B;M6010156;
;;;;;;; ;;;;;;
